,id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,power_units,hp_or_lbs,carb_fuel_injection,subcategory_no,ev_date,ev_dow,ev_time,ev_country,ev_year,ev_month,mid_air,on_ground_collision,latitude,longitude,apt_name,apt_dist,apt_dir,apt_elev,wx_obs_time,wx_obs_dir,wx_obs_elev,wx_obs_dist,light_cond,sky_cond_nonceil,sky_nonceil_ht,sky_ceil_ht,sky_cond_ceil,vis_rvr,vis_rvv,vis_sm,wx_temp,wx_dew_pt,wind_dir_deg,wind_dir_ind,wind_vel_kts,wind_vel_ind,gust_ind,gust_kts,altimeter,wx_dens_alt,wx_int_precip,ev_highest_injury,inj_f_grnd,inj_m_grnd,inj_s_grnd,inj_tot_f,inj_tot_m,inj_tot_n,inj_tot_s,inj_tot_t,wx_cond_basic
6276,20181005X908371,091,NONE,North American,NAVION A,4.0,1.0,RETR,2769.0,AIR,N,ANNL,11.0,3336.0,Y,PERS,N,MEI ,1938.0,JKA ,N,N,568.0,PLT,M,No,N,,L,1,REC,Continental,205.0,HP,CARB,5,2018-10-05,Fr,1945.0,USA,2018,10,,,032754N,0884736W,,0.0,,,1958.0,20.0,298.0,15.0,DAYL,SCAT,4800.0,8000.0,BKN,,,10.0,91.0,68.0,180.0,U,7.0,F,T,0.0,30.020000457763672,,,NONE,,,,0,0,1,0,1.0,VMC
6277,20181007X138101,091,NONE,Titan,TITAN TORNADO 912,2.0,1.0,FIXD,1000.0,AIR,Y,COND,,360.2999877929688,Y,PERS,N,8N1 ,2015.0,D88 ,N,N,97.5999984741211,PLT,M,No,N,,3,1,REC,Rotax,100.0,HP,CARB,7,2018-10-07,Su,2240.0,USA,2018,10,,,415427N,0793828W,,0.0,,,2256.0,50.0,1723.0,23.0,DAYL,FEW,300.0,2700.0,OVC,,,10.0,66.0,64.0,350.0,U,6.0,F,T,0.0,30.280000686645508,,,NONE,,,,0,0,2,0,2.0,VMC
6278,20181011X613481,091,NONE,Maule,M7,4.0,,FIXD,2500.0,AIR,N,ANNL,,1975.0,Y,INST,Y,N/A ,,N/A ,N,N,2807.5,FLTI,M,Yes,N,,U,1,REC,Lycoming,235.0,,FINJ,2,2018-09-11,Tu,2137.0,USA,2018,9,,,029747N,0098450W,Private,0.0,,661.0,2153.0,290.0,577.0,20.0,DAYL,SCAT,3300.0,5500.0,BKN,,,10.0,82.0,70.0,360.0,U,5.0,F,T,0.0,29.8700008392334,,,NONE,,,,0,0,2,0,2.0,VMC
6279,20181012X539361,091,IFR,Cirrus,SR22,,,FIXD,,AIR,N,ANNL,,582.5,Y,PERS,N,,,E11 ,N,N,3979.0,PLT,,No,N,,3,1,REC,Continental ,,,FINJ,2,2018-10-12,Fr,1545.0,USA,2018,10,,,003224N,0102617W,,0.0,,,1535.0,0.0,,0.0,DAYL,,0.0,0.0,,,,10.0,68.0,66.0,180.0,U,9.0,F,T,0.0,30.0,,,MINR,,,,0,2,0,0,2.0,VMC
6280,20181005X253431,091,NONE,Piper,PA24,4.0,1.0,RETR,2900.0,AIR,N,ANNL,,5145.31005859375,Y,PERS,N,WDR ,2145.0,WDR ,N,N,1226.5,PLT,M,No,N,,L,1,REC,Lycoming,250.0,HP,CARB,6,2018-10-04,Th,2330.0,USA,2018,10,,,335849N,0833939W,BARROW COUNTY,0.0,115.0,943.0,2335.0,295.0,943.0,0.0,NITE,CLER,0.0,0.0,NONE,,,10.0,81.0,68.0,0.0,U,,F,F,0.0,30.100000381469727,,,NONE,,,,0,0,2,0,2.0,VMC
6281,20181014X111401,091,NONE,CESSNA,T240,,,FIXD,,AIR,N,UNK,,,Y,PERS,N,GEU ,115.0,PAN ,N,N,2100.0,PLT,,No,Y,,3,1,REC,Continental,,,FINJ,6,2018-10-13,Sa,145.0,USA,2018,10,,,341542N,1111838W,PAYSON,2.0,78.0,5156.0,155.0,259.0,5157.0,1.0,DUSK,FEW,8000.0,0.0,,,,10.0,52.0,46.0,10.0,U,5.0,F,T,0.0,29.940000534057617,,,FATL,,,,2,0,0,0,2.0,VMC
6282,20181009X014081,091,NONE,Champion,7ECA,2.0,1.0,FIXD,,AIR,N,ANNL,,,Y,PERS,N,6R3 ,1630.0,,N,N,22000.0,PLT,M,Yes,N,,3,1,REC,,,HP,,6,2018-10-05,Fr,1700.0,USA,2018,10,,,302011N,0945622W,,0.0,,,1653.0,273.0,245.0,25.0,DAYL,SCAT,2600.0,3600.0,BKN,,,10.0,88.0,75.0,0.0,Y,10.0,T,T,0.0,30.020000457763672,,,NONE,,,,0,0,1,0,1.0,VMC
6283,20181014X334281,091,NONE,Cessna,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,10896.0,Y,INST,Y,PDK ,1500.0,PDK ,N,N,1505.0,PLT,M,Yes,N,,3,1,REC,Lycoming,180.0,HP,CARB,6,2018-10-14,Su,1630.0,USA,2018,10,,,335841N,0835745W,Gwinnett County - Briscoe Fiel,0.0,259.0,1061.0,1648.0,348.0,1061.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,70.0,57.0,70.0,U,6.0,F,T,0.0,30.13999938964844,,,NONE,,,,0,0,2,0,2.0,VMC
6284,20181014X331351,091,NONE,Piper,PA 18-135,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,3827.0,Y,PERS,N,N30 ,1700.0,N30 ,N,N,728.4000244140625,PLT,M,No,N,,4,1,REC,Lycoming,150.0,HP,CARB,6,2018-10-14,Su,1730.0,USA,2018,10,,,413056N,0075156W,CHERRY RIDGE,0.0,246.0,1357.0,1653.0,194.0,1916.0,23.0,DAYL,FEW,3200.0,0.0,,,,10.0,48.0,37.0,200.0,U,7.0,F,T,0.0,30.200000762939453,,,NONE,,,,0,0,1,0,1.0,VMC
6285,20181016X925441,091,NONE,Skystar,KITFOX SER 5 SAFARI,2.0,1.0,FIXD,1550.0,AIR,Y,ANNL,,50.0,Y,PERS,N,MVI ,2300.0,MVI ,N,N,500.0,PLT,M,No,N,,4,1,REC,Continental,125.0,HP,FINJ,6,2018-10-13,Sa,2300.0,USA,2018,10,,,373153N,0106239W,MONTE VISTA MUNI,0.0,27.0,7611.0,2252.0,122.0,7541.0,10.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,64.0,19.0,250.0,U,14.0,F,F,25.0,29.799999237060547,,,NONE,,,,0,0,1,0,1.0,VMC
6286,20181012X620501,091,NONE,SA300,Starduster,2.0,1.0,FIXD,1850.0,AIR,Y,COND,,264.0,Y,PERS,N,7MS3,1815.0,7MS3,N,N,331.0,PLT,M,No,N,,4,1,REC,Lycoming,180.0,HP,CARB,6,2018-10-12,Fr,1845.0,USA,2018,10,,,344239N,0089439W,Maidment Field,0.0,158.0,370.0,1850.0,348.0,402.0,16.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,66.0,41.0,360.0,U,5.0,F,T,0.0,29.96999931335449,,,SERS,,,,0,0,0,1,1.0,VMC
6287,20181017X822261,091,NONE,Cessna,182,,1.0,FIXD,2348.0,AIR,N,ANNL,,5338.7998046875,Y,PERS,N,AUO ,,AHN ,N,N,13422.0,PLT,M,Yes,N,,3,1,REC,Continental,,,FINJ,5,2018-10-16,Tu,310.0,USA,2018,10,,,032380N,0085226W,Auburn University Regional,3.0,70.0,750.0,246.0,253.0,650.0,7.0,NITE,SCAT,700.0,0.0,,,,10.0,72.0,70.0,20.0,U,5.0,F,T,0.0,30.170000076293945,,,SERS,,,,0,0,2,1,3.0,VMC
6288,20181018X136491,091,NONE,Cessna,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,78.0,3592.0,Y,INST,Y,LYH ,1456.0,LYH ,N,N,166.0,FLTI,M,Yes,N,,3,1,REC,Lycoming,180.0,HP,FINJ,5,2018-10-18,Th,1457.0,USA,2018,10,,,371948N,0079120W,Lynchburg Regional,0.0,3.0,938.0,1454.0,0.0,938.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,54.0,34.0,360.0,U,3.0,F,T,0.0,30.450000762939453,,,NONE,,,,0,0,2,0,2.0,VMC
6289,20181021X716361,091,NONE,Piper,PA46,6.0,1.0,RETR,4340.0,AIR,N,ANNL,30.0,1088.0,Y,PERS,N,1L8 ,1758.0,SLC ,N,N,7000.0,PLT,M,Yes,N,,3,1,REC,Lycoming,350.0,HP,FINJ,5,2018-10-21,Su,1800.0,USA,2018,10,,,037931N,1131826W,General Dick Stout Field,1.0,357.0,3350.0,1756.0,233.0,2884.0,12.0,DAYL,CLER,0.0,7000.0,OVC,,,10.0,63.0,54.0,40.0,U,8.0,F,T,0.0,30.1299991607666,,,SERS,,,,0,0,3,2,5.0,VMC
6290,20181019X007001,091,NONE,Piper,PA28,4.0,1.0,FIXD,2325.0,AIR,N,ANNL,,12464.7001953125,Y,INST,N,9D9 ,1330.0,9D9 ,N,N,12.100000381469728,PLT,M,No,N,,3,1,REC,Lycoming,150.0,HP,CARB,6,2018-10-18,Th,1330.0,USA,2018,10,,,423952N,0852043W,HASTINGS,0.0,17.0,800.0,1353.0,329.0,803.0,15.0,DAYL,FEW,4000.0,0.0,,,,10.0,37.0,30.0,180.0,U,6.0,F,T,0.0,30.51000022888184,,,NONE,,,,0,0,1,0,1.0,VMC
6291,20181022X640491,091,NONE,LEROUX JOHN F,CCX-1865,2.0,1.0,FIXD,,AIR,Y,COND,,,Y,PERS,N,SPZ ,1930.0,CXP ,N,N,802.0,PLT,M,Yes,N,,U,1,REC,Aerosport,170.0,HP,CARB,6,2018-10-21,Su,2000.0,USA,2018,10,,,391132N,1194357W,CARSON,0.0,142.0,4704.0,1955.0,182.0,4699.0,1.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,66.0,18.0,320.0,U,3.0,F,T,0.0,30.06999969482422,,,NONE,,,,0,0,1,0,1.0,VMC
6292,20181022X730351,091,NONE,Piper,PA24,4.0,1.0,RETR,2000.0,AIR,N,ANNL,,2647.18994140625,Y,PERS,N,S33 ,2030.0,S33 ,N,N,1575.0,PLT,M,UNK,N,,L,1,REC,Lycoming,250.0,HP,CARB,2,2018-10-18,Th,2200.0,USA,2018,10,,,443956N,0121912W,MADRAS MUNICIPAL,0.0,164.0,2436.0,2156.0,179.0,3084.0,25.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,75.0,23.0,10.0,U,5.0,F,T,0.0,30.18000030517578,,,NONE,,,,0,0,2,0,2.0,VMC
6293,20181023X827521,091,,North American,SNJ,2.0,1.0,RETR,4982.0,AIR,N,ANNL,,6841.0,Y,PERS,N,VNY ,2036.0,VNY ,N,N,11764.0,PLT,M,,N,,,1,REC,Pratt & Whitney,600.0,HP,CARB,5,2018-10-23,Tu,2044.0,USA,2018,10,,,034817N,1184328W,,0.0,,,2051.0,70.0,770.0,12.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,84.0,55.0,130.0,U,6.0,F,T,0.0,29.84000015258789,,,NONE,,,,0,0,1,0,1.0,VMC
6294,20181012X508391,091,NONE,Just,JUST AIRCRAFT (HIGHL,2.0,1.0,FIXD,1320.0,AIR,Y,ANNL,,975.0,Y,PERS,N,S50 ,1600.0,,N,N,7000.0,PLT,M,Yes,N,,3,1,REC,Jabiru,120.0,HP,CARB,6,2018-10-12,Fr,1630.0,USA,2018,10,,,474930N,0012217W,,0.0,,,1653.0,295.0,606.0,12.0,DAYL,,0.0,4900.0,BKN,,,10.0,52.0,48.0,0.0,U,,F,F,0.0,30.1299991607666,,,NONE,,,,0,0,1,0,1.0,VMC
6295,20181025X551321,091,NONE,Airplane Factory,Sport Light,2.0,1.0,FIXD,1320.0,AIR,N,100H,,1672.0,Y,INST,N,CXP ,1730.0,CXP ,N,N,49.0,DSTU,M,No,N,,4,1,REC,Rotax,100.0,HP,FINJ,6,2018-10-25,Th,1730.0,USA,2018,10,,,391134N,0119447W,CARSON,0.0,283.0,4704.0,1735.0,170.0,4699.0,1.0,DAYL,CLER,0.0,0.0,NONE,,,9.0,54.0,21.0,0.0,U,,F,F,0.0,30.290000915527344,,,NONE,,,,0,0,1,0,1.0,VMC
6296,20181029X254341,091,VFR,Diamond,DA 40,4.0,1.0,FIXD,2535.0,AIR,N,AAIP,,5905.89990234375,Y,INST,N,FFZ ,2036.0,AVQ ,N,N,87.0,DSTU,F,No,N,,L,1,REC,Lycoming,180.0,HP,FINJ,6,2018-10-27,Sa,2140.0,USA,2018,10,,,322446N,1111315W,MARANA RGNL,0.0,327.0,2031.0,2135.0,317.0,1892.0,8.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,88.0,39.0,350.0,U,4.0,F,T,0.0,30.0,,,NONE,,,,0,0,1,0,1.0,VMC
6297,20181028X039061,091,NONE,Diamond,DA20,,,FIXD,,AIR,N,100H,,7744.7001953125,Y,PERS,N,24A ,,AHN ,N,N,1477.0,PLT,M,Yes,N,,U,1,REC,Continental,,,FINJ,5,2018-10-28,Su,2230.0,USA,2018,10,,,345154N,0083926W,,0.0,,,2235.0,203.0,995.0,18.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,66.0,50.0,240.0,U,6.0,F,T,0.0,29.940000534057617,,,NONE,,,,0,0,2,0,2.0,VMC
6298,20181029X228521,091,NONE,Piper,PA28R,4.0,1.0,RETR,2750.0,AIR,N,ANNL,,,Y,PERS,N,CNM ,105.0,HOB ,N,N,192.0,PLT,M,No,N,,3,1,REC,Lycoming,200.0,HP,FINJ,2,2018-10-28,Su,140.0,USA,2018,10,,,324056N,1031316W,Lea County Regional Airport,3.0,120.0,3660.0,,0.0,,0.0,NITE,,0.0,0.0,,,,10.0,66.0,0.0,260.0,U,8.0,F,T,0.0,30.1200008392334,,,NONE,,,,0,0,3,0,3.0,VMC
6299,20181028X025521,091,NONE,Piper,PA28,4.0,1.0,FIXD,2326.0,AIR,N,100H,32.0,3198.0,Y,PERS,Y,BDL ,2035.0,4B9 ,N,N,1783.0,PLT,M,UNK,N,,3,1,REC,Lycoming,161.0,HP,CARB,2,2018-10-28,Su,2045.0,USA,2018,10,,,415458N,0724637W,Simsbury Airport,0.0,,195.0,2051.0,90.0,195.0,4.0,DAYL,,0.0,3500.0,BKN,,,10.0,50.0,39.0,210.0,U,5.0,F,T,0.0,29.75,,,MINR,,,,0,1,1,0,2.0,VMC
6300,20181028X702031,091,NONE,Cessna,182,4.0,1.0,FIXD,2348.0,AIR,N,ANNL,10.0,7071.0,Y,INST,Y,14J ,2000.0,MKL ,N,N,4894.5,FLTI,M,Yes,N,,3,1,REC,Continental,230.0,HP,CARB,2,2018-10-28,Su,2000.0,USA,2018,10,,,312439N,0086524W,Carl Folsom,0.0,20.0,258.0,2044.0,170.0,360.0,18.0,DAYL,CLER,0.0,0.0,NONE,,,8.0,79.0,52.0,230.0,U,9.0,F,T,0.0,30.040000915527344,,,NONE,0.0,0.0,0.0,0,0,3,0,3.0,VMC
6301,20181027X439141,091,NONE,Titan,T51,1.0,1.0,RETR,1462.0,AIR,Y,COND,,10.0,Y,PERS,N,X59 ,1743.0,X59 ,N,N,9988.0,PLT,M,No,N,,4,1,REC,Honda,241.0,HP,FINJ,5,2018-10-27,Sa,1715.0,USA,2018,10,,,275745N,0803352W,Valkaria Airport,1.0,,26.0,1653.0,332.0,33.0,9.0,DAYL,,0.0,3600.0,BKN,,,10.0,81.0,61.0,280.0,U,11.0,F,T,0.0,29.899999618530277,,,SERS,,,,0,0,0,1,1.0,VMC
6302,20181025X053291,091,NONE,Piper,PA28,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,4100.8798828125,Y,PERS,N,8W2 ,1250.0,LUA ,N,N,470.0,PLT,M,No,N,,3,1,REC,Lycoming,180.0,HP,CARB,5,2018-10-25,Th,1315.0,USA,2018,10,,,383918N,0078406W,,0.0,,,1335.0,45.0,703.0,26.0,DAYL,CLER,0.0,0.0,,,,10.0,41.0,36.0,0.0,U,,F,F,0.0,30.25,,,NONE,,,,0,0,1,0,1.0,VMC
6303,20181031X124131,091,NONE,Cessna,172,4.0,1.0,FIXD,2450.0,AIR,N,ANNL,,7488.0,Y,INST,N,SLN ,1900.0,SLN ,N,N,21.5,DSTU,M,No,N,,L,1,REC,Lycoming,180.0,HP,FINJ,6,2018-10-26,Fr,1930.0,USA,2018,10,,,038476N,0973845W,SALINA RGNL,0.0,81.0,1288.0,1953.0,200.0,1289.0,1.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,63.0,48.0,320.0,U,4.0,F,T,0.0,29.8799991607666,,,NONE,,,,0,0,1,0,1.0,VMC
6304,20181030X618471,091,NONE,Stoddard Hamilton,GLASAIR II,2.0,1.0,FIXD,2200.0,AIR,Y,ANNL,,794.2999877929688,Y,PERS,Y,HRX ,2110.0,LAR ,N,N,866.1500015258789,PLT,M,No,N,,4,1,REC,Lycoming,160.0,HP,CARB,6,2018-10-27,Sa,40.0,USA,2018,10,,,411913N,1054013W,LARAMIE RGNL,1.0,23.0,7283.0,53.0,251.0,7272.0,1.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,43.0,28.0,270.0,U,11.0,F,T,0.0,30.13999938964844,,,NONE,,,,0,0,2,0,2.0,VMC
6305,20181028X138531,091,NONE,Piper,PA18,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,,3725.610107421875,Y,INST,Y,APA ,1600.0,APA ,N,N,958.75,PLT,M,No,N,,4,1,REC,Lycoming,160.0,HP,CARB,6,2018-10-27,Sa,1800.0,USA,2018,10,,,393412N,1045058W,Centennial,0.0,220.0,5885.0,1900.0,90.0,5883.0,0.0,DAYL,,0.0,0.0,NONE,,,10.0,64.0,32.0,280.0,U,25.0,F,F,30.0,30.06999969482422,,,NONE,,,,0,0,2,0,2.0,VMC
6306,20181031X033291,091,IFR,Beech,55,6.0,2.0,RETR,5100.0,AIR,N,ANNL,,5000.0,Y,BUS ,N,TMB ,2115.0,GNV ,N,N,4500.0,PLT,M,No,N,,4,1,REC,Continental,300.0,HP,FINJ,2,2018-10-31,We,2200.0,USA,2018,10,,,294124N,0821618W,GAINESVILLE RGNL,0.0,120.0,151.0,2153.0,298.0,123.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,81.0,63.0,90.0,U,7.0,F,T,0.0,30.1200008392334,,,NONE,,,,0,0,4,0,4.0,VMC
6307,20181104X542271,091,NONE,Poberezny,ACRO SPORT II,2.0,1.0,FIXD,1520.0,AIR,Y,COND,,428.2699890136719,Y,PERS,N,CJR ,1820.0,CJR ,N,N,1024.0,PLT,M,No,N,,5,1,REC,Lycoming,180.0,HP,CARB,6,2018-11-04,Su,1930.0,USA,2018,11,,,383132N,0775135W,Culpeper Rgnl,0.0,322.0,315.0,1835.0,21.0,316.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,59.0,34.0,0.0,U,,F,F,0.0,30.450000762939453,,,NONE,,,,0,0,1,0,1.0,VMC
6308,20181102X648551,091,NONE,Cessna,172,4.0,1.0,FIXD,2500.0,AIR,N,100H,,,Y,PERS,N,MWL ,1830.0,CPT ,N,N,62.0,PLT,M,No,N,,L,1,REC,Continental,145.0,HP,CARB,7,2018-11-01,Th,1900.0,USA,2018,11,,,322121N,0972554W,CLEBURNE RGNL,0.0,40.0,854.0,1915.0,227.0,854.0,0.0,DAYL,SCAT,5000.0,0.0,,,,10.0,61.0,41.0,360.0,U,11.0,F,T,0.0,29.950000762939453,,,MINR,,,,0,1,0,0,1.0,VMC
6309,20181104X529461,091,NONE,Cessna,150,2.0,1.0,FIXD,1601.0,AIR,N,ANNL,61.0,2586.0,Y,PERS,N,5GA4,1433.0,5GA4,N,N,453.5,PLT,M,No,N,,L,1,REC,Continental,100.0,HP,CARB,6,2018-11-04,Su,1433.0,USA,2018,11,,,034641N,0842657W,Air Acres,1.0,340.0,918.0,1448.0,233.0,1040.0,9.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,57.0,39.0,120.0,U,13.0,F,F,20.0,30.299999237060547,,,FATL,,,,1,0,0,1,2.0,VMC
6310,20181106X013361,091,NONE,Piper,PA24,4.0,1.0,RETR,2800.0,AIR,N,ANNL,,3433.830078125,Y,PERS,N,EDC ,2015.0,CVN ,N,N,153.0,PLT,M,No,N,,L,1,REC,Lycoming,250.0,HP,CARB,7,2018-11-05,Mo,2355.0,USA,2018,11,,,342319N,0103242W,CLOVIS MUNI,3.0,145.0,4215.0,2356.0,325.0,4216.0,3.0,DUSK,CLER,0.0,0.0,NONE,,,10.0,61.0,27.0,280.0,U,9.0,F,T,0.0,29.84000015258789,,,MINR,,,,0,2,2,0,4.0,VMC
6311,20181110X835251,091,NONE,Piper,PA28,4.0,1.0,FIXD,3000.0,AIR,N,ANNL,1.0,2955.0,Y,PERS,Y,LRJ ,2218.0,I75 ,N,N,615.0,PLT,M,No,Y,,3,1,REC,Lycoming,,HP,CARB,5,2018-11-09,Fr,2315.0,USA,2018,11,,,413713N,0943119W,Guthrie County Rgnl,6.0,224.0,1220.0,2315.0,285.0,1287.0,18.0,DUSK,CLER,0.0,4400.0,BKN,,,10.0,19.0,10.0,310.0,U,9.0,F,F,18.0,30.399999618530277,,,FATL,,,,4,0,0,0,4.0,VMC
6312,20181109X652321,091,VFR,Cessna,A185,4.0,1.0,FIXD,3350.0,AIR,N,100H,,8381.599609375,Y,INST,Y,SFF ,1600.0,WA08,N,N,3830.5,FLTI,M,Yes,N,,4,1,REC,Continental,300.0,HP,FINJ,6,2018-11-09,Fr,1802.0,USA,2018,11,,,474248N,1175512W,ZWAINZ FARMS,1.0,224.0,2795.0,1758.0,114.0,2461.0,12.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,32.0,28.0,150.0,U,7.0,F,T,0.0,30.209999084472656,,,NONE,,,,0,0,2,0,2.0,VMC
6313,20181111X132121,091,NONE,Piper,PA28R,4.0,1.0,RETR,,AIR,N,UNK,,,Y,PERS,N,15FL,1814.0,15FL,N,N,3583.0,PLT,M,No,N,,3,1,REC,Lycoming,200.0,HP,FINJ,6,2018-11-11,Su,1814.0,USA,2018,11,,,003092N,0823954W,Cannon Creek Airpark,0.0,159.0,125.0,1806.0,144.0,123.0,34.0,DAYL,,0.0,2700.0,BKN,,,10.0,77.0,63.0,60.0,U,7.0,F,T,0.0,30.190000534057617,,,SERS,,,,0,1,0,3,4.0,VMC
6314,20181112X514011,091,NONE,Cessna,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,2138.199951171875,Y,PERS,N,SCH ,1720.0,K09 ,N,N,1541.0,PLT,M,No,N,,3,1,REC,Lycoming,180.0,HP,CARB,6,2018-11-12,Mo,1800.0,USA,2018,11,,,432712N,0743054W,Piseco,0.0,0.0,1703.0,1753.0,244.0,744.0,42.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,46.0,28.0,120.0,U,5.0,F,T,0.0,30.309999465942383,,,MINR,,,,0,1,0,0,1.0,VMC
6315,20181114X544201,091,VFR,Beech,36,4.0,1.0,RETR,3833.0,AIR,N,ANNL,,1468.800048828125,Y,PERS,N,CMR ,1902.0,AVX ,N,N,1310.0,PLT,M,No,N,,3,1,REC,Continental,300.0,HP,FINJ,6,2018-11-14,We,1906.0,USA,2018,11,,,351820N,1121140W,H A CLARK MEMORIAL FIELD,0.0,309.0,6690.0,1915.0,219.0,6677.0,0.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,50.0,3.0,0.0,U,,F,F,0.0,30.399999618530277,,,MINR,,,,0,1,1,0,2.0,VMC
6316,20181102X605011,091,IFR,Socata,TBM 700,6.0,1.0,RETR,7024.0,AIR,N,ANNL,,1259.0,Y,PERS,N,BOI ,1600.0,CVO ,N,N,2445.0,PLT,M,No,N,,4,1,TP,Pratt & Whitney,850.0,HP,,6,2018-11-02,Fr,1700.0,USA,2018,11,,,442950N,1231722W,Corvallis Muni,0.0,28.0,249.0,1707.0,59.0,250.0,0.0,DAYL,FEW,700.0,2100.0,BKN,,,10.0,59.0,57.0,170.0,U,8.0,F,T,0.0,30.25,,,NONE,,,,0,0,4,0,4.0,VMC
6317,20181117X944091,091,NONE,Vans,RV-12,2.0,1.0,FIXD,,AIR,N,100H,100.0,389.0,Y,INST,Y,FL17,1837.0,FL17,N,N,1181.0,FLTI,M,Yes,Y,,4,1,REC,Rotax,100.0,HP,CARB,5,2018-11-17,Sa,1837.0,USA,2018,11,,,303141N,0862620W,Ruckel,0.0,350.0,67.0,1855.0,236.0,87.0,5.0,DAYL,FEW,25000.0,0.0,NONE,,,10.0,59.0,34.0,10.0,U,8.0,F,T,0.0,30.18000030517578,,,FATL,,,,1,0,0,1,2.0,VMC
6318,20181117X927481,091,NONE,Lancair,LEGACY RG,2.0,,RETR,,AIR,Y,COND,149.0,358.0,Y,INST,Y,JZI ,2228.0,GVL ,N,N,3894.5,PLT,M,No,Y,,4,1,REC,Continental Motors,310.0,HP,FINJ,6,2018-11-17,Sa,2335.0,USA,2018,11,,,341644N,0834930W,Lee Gilmer Memorial,1.0,35.0,1275.0,2353.0,211.0,1275.0,0.0,NITE,CLER,0.0,0.0,NONE,,,10.0,52.0,39.0,130.0,U,3.0,F,T,0.0,30.200000762939453,,,FATL,0.0,,,1,0,0,1,2.0,VMC
6319,20181119X834011,091,IFR,Cessna,441,5.0,2.0,RETR,10340.0,AIR,N,100H,,,Y,POSI,N,BIS ,823.0,ISN ,N,Y,4685.0,PLT,M,Yes,Y,,3,1,TP,Garrett,715.0,HP,,3,2018-11-18,Su,440.0,USA,2018,11,,,046472N,1004550W,,0.0,,,452.0,0.0,1661.0,16.0,NITE,FEW,900.0,2400.0,OVC,,,10.0,25.0,21.0,50.0,U,9.0,F,F,0.0,30.01000022888184,,,FATL,,,,3,0,0,0,3.0,VMC
6320,20181117X939121,091,NONE,Cessna,182,4.0,1.0,FIXD,2650.0,AIR,N,ANNL,,3494.300048828125,Y,PERS,N,AVL ,2000.0,CLT ,N,N,279.70001220703125,PLT,M,No,N,,L,1,REC,Continental,230.0,HP,CARB,6,2018-11-16,Fr,2040.0,USA,2018,11,,,351252N,0805650W,CHARLOTTE/DOUGLAS INTL,0.0,65.0,747.0,2052.0,326.0,769.0,1.0,DAYL,SCAT,25000.0,0.0,,,,10.0,57.0,36.0,220.0,U,5.0,F,T,0.0,30.040000915527344,,,NONE,,,,0,0,1,0,1.0,VMC
6321,20181118X658511,091,NONE,Piper,PA32R,6.0,1.0,RETR,,AIR,N,UNK,,,Y,PERS,Y,XNX ,1830.0,VES ,N,N,4000.0,PLT,M,Yes,N,,U,1,REC,Lycoming,,,FINJ,6,2018-11-17,Sa,2220.0,USA,2018,11,,,401216N,0843157W,DARKE COUNTY,0.0,294.0,1007.0,2115.0,139.0,1008.0,0.0,DAYL,,0.0,2000.0,OVC,,,10.0,37.0,34.0,0.0,U,,F,F,0.0,30.229999542236328,,,NONE,,,,0,0,2,0,2.0,VMC
6322,20181108X402451,091,IFR,Cessna,T337,,2.0,RETR,4700.0,AIR,N,100H,,1879.800048828125,Y,PERS,N,MEM ,,BKV ,N,N,1293.0,PLT,M,No,N,,3,1,REC,Continental,,HP,FINJ,7,2018-11-08,Th,1500.0,USA,2018,11,,,284512N,0823850W,,0.0,,,1015.0,32.0,10.0,8.0,DAYL,CLER,0.0,0.0,NONE,,,10.0,64.0,64.0,0.0,U,,F,F,0.0,30.020000457763672,,,NONE,,,,0,0,1,0,1.0,VMC
